score,type,episodes,studio1,studio2,source,rating,members,duration_mins,action,adventure,comedy,drama,fantasy,historical,kids,magic,mecha,romance,school,sci_fi,shounen,slice_of_life,supernatural,start_year,num_studios,num_years_running
6.8,OVA,2,Other,NA,Novel,Rx - Hentai,7583,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,1,1
6.79,OVA,2,NA,NA,Novel,Rx - Hentai,7825,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,0,1
7.19,Special,3,Other,NA,Manga,R - 17+ (violence & profanity),74541,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2011,1,1
6.87,TV,13,J.C.Staff,NA,Manga,PG-13 - Teens 13 or older,97354,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2012,1,0
6.68,Special,2,Studio Deen,NA,Manga,PG-13 - Teens 13 or older,10595,20,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2011,1,0
5.26,Special,2,NA,NA,NA,R+ - Mild Nudity,747,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1984,0,3
6.15,OVA,2,Tatsunoko Production,NA,Manga,PG-13 - Teens 13 or older,580,76,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1986,1,0
6.59,ONA,10,TNK,Other,Other,PG-13 - Teens 13 or older,11911,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2011,2,1
7.55,TV,12,Other,NA,Novel,R - 17+ (violence & profanity),1219780,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2012,1,0
7.98,Special,4,Production I.G,NA,Manga,PG-13 - Teens 13 or older,59847,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2011,1,1
7.97,TV,12,Studio Deen,NA,Manga,PG-13 - Teens 13 or older,126286,24,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,2011,1,0
7.69,OVA,4,Studio Deen,NA,Manga,PG-13 - Teens 13 or older,61506,25,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,2014,1,1
6.39,TV,52,Other,NA,NA,G - All Ages,5224,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2011,1,1
7.33,TV,12,feel.,NA,Novel,PG-13 - Teens 13 or older,162399,23,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2012,1,0
6.01,OVA,4,PoRO,NA,Novel,Rx - Hentai,9127,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,1,3
NA,TV,30,Studio Deen,NA,NA,NA,206,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1995,1,1
NA,TV,104,Other,Other,Manga,PG - Children,253,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2000,2,1
6.64,OVA,2,Xebec,NA,Manga,R+ - Mild Nudity,46800,24,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2012,1,1
NA,TV,260,NA,NA,NA,PG - Children,402,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1974,0,1
6.92,TV,12,Xebec,NA,Original,PG-13 - Teens 13 or older,59610,23,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2012,1,0
7.44,TV,13,AIC,NA,Novel,PG-13 - Teens 13 or older,131666,24,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,2012,1,0
7.79,Special,2,Shaft,NA,Manga,PG-13 - Teens 13 or older,12387,24,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2011,1,0
7.94,TV,12,Shaft,NA,Manga,PG-13 - Teens 13 or older,19584,24,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2012,1,0
6.8,TV,12,TMS Entertainment,NA,Manga,R - 17+ (violence & profanity),130165,24,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2012,1,0
NA,TV,52,NA,NA,NA,NA,359,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1983,0,1
6.26,TV,103,NA,NA,NA,G - All Ages,791,24,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1975,0,2
NA,TV,52,NA,NA,NA,PG-13 - Teens 13 or older,567,24,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1972,0,1
6.85,TV,8,Other,Other,Other,PG-13 - Teens 13 or older,302397,23,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2012,2,0
6.64,TV,26,Other,NA,NA,NA,853,25,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1982,1,1
7.23,OVA,2,Tatsunoko Production,NA,Manga,R+ - Mild Nudity,37372,24,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,2012,1,0
7.52,TV,12,J.C.Staff,NA,Novel,PG-13 - Teens 13 or older,333447,24,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,2012,1,0
7.1,OVA,2,NA,NA,Novel,Rx - Hentai,20998,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,0,1
7.12,OVA,2,Other,NA,Manga,PG-13 - Teens 13 or older,19951,25,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2012,1,NA
7.22,TV,12,J.C.Staff,Other,Original,PG-13 - Teens 13 or older,16198,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2012,2,0
6.47,OVA,3,NA,NA,Novel,Rx - Hentai,7439,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,0,2
7.56,TV,13,Production I.G,Other,Manga,PG-13 - Teens 13 or older,49053,23,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2012,2,0
6.45,TV,25,Toei Animation,NA,Original,PG - Children,20923,25,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,2011,1,1
NA,TV,12,NA,NA,NA,G - All Ages,379,24,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1967,0,0
NA,TV,13,Other,NA,NA,PG - Children,268,15,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1975,1,0
7.49,TV,12,J.C.Staff,NA,Original,PG-13 - Teens 13 or older,306842,23,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,2012,1,0
7.11,OVA,2,Studio Deen,NA,Manga,R - 17+ (violence & profanity),22407,46,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2011,1,1
6.76,TV,75,Other,NA,Manga,PG - Children,12646,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2011,1,3
6.54,OVA,2,Other,NA,Novel,Rx - Hentai,4505,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,1,1
6.67,OVA,2,NA,NA,Manga,Rx - Hentai,13936,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,0,1
5.75,OVA,2,NA,NA,Original,Rx - Hentai,3438,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,0,0
6.69,TV,13,Seven,NA,Manga,PG-13 - Teens 13 or older,43906,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2012,1,0
NA,TV,26,Nippon Animation,NA,Novel,PG - Children,214,25,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2004,1,0
7.36,TV,12,Studio Deen,NA,Manga,R+ - Mild Nudity,464331,24,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,2012,1,0
5.56,Music,2,NA,NA,Original,G - All Ages,1236,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,0,NA
5.88,TV,13,Other,NA,NA,PG - Children,537,7,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2006,1,0
NA,TV,13,NA,NA,NA,PG - Children,251,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2001,0,0
NA,TV,51,Other,NA,Game,G - All Ages,392,22,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1989,1,1
NA,TV,38,NA,NA,Original,G - All Ages,945,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2011,0,2
NA,TV,16,Shin-Ei Animation,NA,NA,PG-13 - Teens 13 or older,442,10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1990,1,1
6.07,TV,26,Other,Other,NA,PG-13 - Teens 13 or older,4768,3,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,2011,2,1
NA,TV,11,NA,NA,NA,G - All Ages,346,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2011,0,0
6.41,TV,526,Shin-Ei Animation,NA,NA,PG - Children,2087,12,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1983,1,2
8.18,TV,11,Shaft,NA,Novel,R - 17+ (violence & profanity),572431,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2012,1,0
NA,TV,11,DLE,NA,NA,PG-13 - Teens 13 or older,312,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2011,1,0
6.68,TV,13,Seven,NA,Manga,PG-13 - Teens 13 or older,11801,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2011,1,0
7.4,TV,12,TNK,NA,Novel,R+ - Mild Nudity,995532,24,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2012,1,0
7.33,TV,10,Brain's Base,NA,Manga,PG-13 - Teens 13 or older,535363,24,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2013,1,0
5.57,ONA,9,NA,NA,NA,PG-13 - Teens 13 or older,1671,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2010,0,1
7.45,OVA,2,Studio Deen,NA,Novel,PG-13 - Teens 13 or older,11926,8,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2011,1,NA
8.67,TV,13,Brain's Base,NA,Manga,PG-13 - Teens 13 or older,193052,24,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2012,1,0
NA,OVA,6,NA,NA,Other,G - All Ages,420,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1990,0,NA
7.22,TV,37,Shin-Ei Animation,NA,Manga,PG-13 - Teens 13 or older,59931,25,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2012,1,0
6.8,TV,13,Other,NA,Manga,R - 17+ (violence & profanity),257812,24,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,2012,1,0
5.93,Special,6,Brain's Base,NA,Manga,PG-13 - Teens 13 or older,6248,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2011,1,1
NA,Special,2,NA,NA,NA,G - All Ages,193,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2011,0,NA
NA,TV,34,NA,NA,NA,G - All Ages,269,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2011,0,0
7.98,TV,13,J.C.Staff,NA,Manga,PG-13 - Teens 13 or older,72918,24,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,2012,1,0
8.59,TV,12,Other,NA,Novel,R - 17+ (violence & profanity),808294,24,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2012,1,0
6.67,OVA,2,NA,NA,Novel,Rx - Hentai,9096,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,0,1
6.72,OVA,2,Other,NA,Novel,Rx - Hentai,5634,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,1,1
6.37,OVA,3,NA,NA,Novel,Rx - Hentai,4714,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,0,1
7.03,TV,13,Satelight,Other,Original,PG-13 - Teens 13 or older,95904,23,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2012,2,0
7.25,TV,25,A-1 Pictures,NA,Novel,PG-13 - Teens 13 or older,2214395,23,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2012,1,0
7.32,TV,24,Sunrise,NA,Novel,PG-13 - Teens 13 or older,598685,24,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2012,1,0
7.07,TV,12,Gainax,Other,Manga,PG-13 - Teens 13 or older,203806,24,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2012,2,0
5.81,TV,12,Arms,NA,Manga,R+ - Mild Nudity,42979,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1,0
6.2,TV,12,Other,NA,Manga,R+ - Mild Nudity,26423,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2012,1,0
8.15,TV,25,Production I.G,NA,Manga,PG-13 - Teens 13 or older,810207,24,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2012,1,0
6.3,OVA,2,NA,NA,Game,PG-13 - Teens 13 or older,3811,30,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,2012,0,0
7.09,TV,13,Other,NA,Original,PG-13 - Teens 13 or older,89348,23,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2012,1,0
7.07,TV,12,Xebec,NA,Novel,PG-13 - Teens 13 or older,284937,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2012,1,0
5.55,ONA,3,NA,NA,Other,G - All Ages,389,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2011,0,1
6.74,OVA,2,Other,NA,Original,Rx - Hentai,5931,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2011,1,1
6.8,TV,12,NA,NA,Original,G - All Ages,4270,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2011,0,0
7.93,OVA,11,Brain's Base,NA,Manga,R+ - Mild Nudity,47165,27,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2012,1,2
5.87,OVA,2,NA,NA,Novel,Rx - Hentai,3200,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,0,1
7.41,OVA,6,Other,NA,Novel,Rx - Hentai,27269,25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2012,1,6
6.49,TV,46,NA,NA,NA,PG-13 - Teens 13 or older,520,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1981,0,0
7.03,TV,34,Other,NA,Novel,PG-13 - Teens 13 or older,1084,22,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2010,1,1
6.89,TV,13,TMS Entertainment,NA,Manga,R+ - Mild Nudity,110214,24,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,2012,1,0
6.81,TV,18,Other,NA,Novel,PG-13 - Teens 13 or older,1027,22,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2008,1,0
8.28,TV,12,Sunrise,NA,Manga,PG-13 - Teens 13 or older,593890,24,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2012,1,0
NA,TV,27,NA,NA,NA,G - All Ages,368,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1974,0,0
6.32,TV,12,Arms,NA,Other,R+ - Mild Nudity,35047,24,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2012,1,0
6.19,TV,44,Tatsunoko Production,NA,NA,PG - Children,474,30,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1987,1,1
7.36,OVA,2,PoRO,NA,Novel,Rx - Hentai,27630,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,1,1
7.82,TV,13,SILVER LINK.,NA,Novel,PG-13 - Teens 13 or older,632426,24,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,2012,1,0
6.74,Special,51,Tatsunoko Production,NA,Game,PG - Children,2379,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2011,1,1
3.39,ONA,2,NA,NA,Original,R - 17+ (violence & profanity),2075,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,0,0
8.35,OVA,2,Other,NA,Manga,PG-13 - Teens 13 or older,29532,28,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2011,1,1
6.11,TV,52,NA,NA,NA,G - All Ages,853,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2008,0,NA
7.46,TV,12,Madhouse,Other,Novel,PG-13 - Teens 13 or older,242603,24,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2012,2,0
NA,OVA,2,Studio Pierrot,NA,Manga,NA,307,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1989,1,0
6.55,OVA,2,Other,NA,Novel,Rx - Hentai,7753,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1,0
7.68,TV,52,Studio Deen,NA,Manga,PG - Children,18640,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2012,1,0
8.37,OVA,26,Xebec,AIC,Original,PG-13 - Teens 13 or older,92324,25,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2012,2,1
8.04,TV,38,Studio Pierrot,NA,Manga,R - 17+ (violence & profanity),135459,25,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2012,1,1
NA,TV,45,Other,NA,Manga,PG - Children,601,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1988,1,1
6.71,OVA,2,Other,NA,Manga,Rx - Hentai,13783,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2012,1,0
6.66,OVA,2,NA,NA,Novel,Rx - Hentai,10014,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0,0
5.68,OVA,2,Seven,NA,Manga,Rx - Hentai,16157,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1,0
5.55,OVA,4,Arms,NA,Original,Rx - Hentai,988,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1997,1,0
6.09,Special,2,Arms,NA,Other,R+ - Mild Nudity,8654,20,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2011,1,1
7.02,TV,12,Sunrise,NA,Original,PG-13 - Teens 13 or older,37915,24,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2012,1,0
6.3,TV,13,Other,NA,Manga,PG-13 - Teens 13 or older,7256,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2012,1,0
6.19,Special,3,Other,NA,NA,R+ - Mild Nudity,5462,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2011,1,0
NA,TV,35,Other,NA,NA,PG-13 - Teens 13 or older,534,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1968,1,0
5.84,TV,52,Other,NA,Original,G - All Ages,1468,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2005,1,NA
7.39,TV,13,Satelight,NA,Original,PG-13 - Teens 13 or older,54160,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2012,1,0
5.74,ONA,5,Other,NA,Manga,PG-13 - Teens 13 or older,5986,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,1,1
7.09,TV,12,Other,NA,Novel,PG-13 - Teens 13 or older,184264,25,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2012,1,0
NA,TV,12,NA,NA,NA,G - All Ages,279,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2011,0,1
NA,TV,52,TMS Entertainment,NA,Other,G - All Ages,180,15,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2007,1,1
8.14,TV,22,Kyoto Animation,NA,Novel,PG-13 - Teens 13 or older,940736,25,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2012,1,0
6.74,TV,48,Toei Animation,NA,Original,G - All Ages,27528,24,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2012,1,1
5.77,ONA,12,Other,NA,Manga,R+ - Mild Nudity,4638,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1,0
NA,TV,26,Shin-Ei Animation,NA,NA,NA,436,24,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1982,1,0
6.99,TV,12,Xebec,NA,Original,PG-13 - Teens 13 or older,25263,24,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2012,1,0
7.51,TV,12,AIC,NA,Manga,PG-13 - Teens 13 or older,253071,25,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,2012,1,0
7.05,TV,13,Diomedéa,NA,Novel,PG-13 - Teens 13 or older,303861,24,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,2012,1,0
6.51,ONA,10,Xebec,NA,Manga,R - 17+ (violence & profanity),63453,24,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2012,1,0
7.02,TV,3,Gonzo,DLE,Manga,PG-13 - Teens 13 or older,20600,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2012,2,0
6.17,OVA,4,Sunrise,NA,Original,PG-13 - Teens 13 or older,724,57,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1986,1,2
NA,ONA,4,Other,NA,NA,G - All Ages,289,5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2003,1,NA
6.66,OVA,5,Sunrise,NA,Novel,PG-13 - Teens 13 or older,3044,27,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1995,1,0
6.56,OVA,5,Sunrise,NA,Novel,R+ - Mild Nudity,2821,27,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1995,1,1
6.35,Special,3,NA,NA,Original,PG-13 - Teens 13 or older,903,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2002,0,NA
NA,TV,26,NA,NA,NA,G - All Ages,339,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2002,0,1
6.2,TV,26,Other,NA,NA,PG - Children,938,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,1,2
8.58,TV,25,J.C.Staff,NA,Manga,PG-13 - Teens 13 or older,268794,24,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,2012,1,1
6.15,TV,12,Production I.G,NA,Game,PG-13 - Teens 13 or older,38128,24,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2012,1,0
7.41,OVA,4,Other,NA,Novel,Rx - Hentai,22510,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1,2
NA,TV,34,Toei Animation,NA,Manga,G - All Ages,282,24,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1990,1,0
5.6,TV,1818,Other,NA,Original,G - All Ages,716,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1994,1,19
NA,OVA,2,NA,NA,NA,Rx - Hentai,470,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1984,0,0
7.85,TV,12,Doga Kobo,NA,Manga,PG-13 - Teens 13 or older,150091,23,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2012,1,0
6.13,ONA,10,Bones,NA,Original,G - All Ages,6443,0.36666666666666664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,1,0
7.85,TV,12,Other,NA,Manga,R+ - Mild Nudity,270163,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1,0
6.49,Special,2,Gonzo,NA,NA,PG-13 - Teens 13 or older,5867,24,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2011,1,1
8.52,TV,99,A-1 Pictures,NA,Manga,PG-13 - Teens 13 or older,150428,24,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2012,1,2
7.86,TV,12,SILVER LINK.,NA,Manga,R - 17+ (violence & profanity),316252,23,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,2012,1,0
6.11,Special,6,Other,NA,Novel,PG-13 - Teens 13 or older,10380,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2011,1,1
6.19,Special,6,NA,NA,Manga,R+ - Mild Nudity,25114,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,0,1
6.58,OVA,4,Studio Pierrot,NA,Manga,PG-13 - Teens 13 or older,7428,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1993,1,3
6.74,TV,13,Studio Deen,NA,Novel,PG-13 - Teens 13 or older,93779,24,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2012,1,0
7.25,TV,13,Other,NA,Manga,R - 17+ (violence & profanity),202006,24,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2012,1,0
6.7,TV,24,Bones,NA,Manga,PG-13 - Teens 13 or older,83704,24,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,2012,1,0
6.64,TV,25,Other,NA,Original,PG - Children,1416,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2000,1,0
6.3,TV,26,Other,NA,Original,NA,1219,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2000,1,1
5.79,Special,12,Other,NA,Original,PG-13 - Teens 13 or older,902,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2001,1,0
7.55,TV,13,Sunrise,NA,Novel,R+ - Mild Nudity,72010,24,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2012,1,0
6.52,Special,10,Other,NA,Manga,R - 17+ (violence & profanity),50870,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2012,1,0
8.36,TV,12,Other,MAPPA,Manga,PG-13 - Teens 13 or older,284901,22,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2012,2,0
6.64,TV,12,feel.,NA,Novel,R+ - Mild Nudity,332158,25,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2012,1,0
6.17,Special,6,Zexcs,NA,Novel,R+ - Mild Nudity,6006,10,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,2011,1,1
6.69,Special,2,OLM,NA,NA,G - All Ages,4743,23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2011,1,0
6.68,OVA,3,NA,NA,NA,G - All Ages,1595,13,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2001,0,NA
6.44,TV,26,Brain's Base,NA,Game,PG-13 - Teens 13 or older,21564,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2012,1,0
NA,TV,52,NA,NA,NA,PG - Children,169,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2004,0,0
7.05,TV,58,OLM,NA,Game,G - All Ages,4559,20,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2012,1,1
7.23,Special,6,AIC,NA,Novel,PG-13 - Teens 13 or older,29479,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2012,1,0
6.11,TV,6,Gonzo,Other,Original,PG-13 - Teens 13 or older,13949,24,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2012,2,0
7.49,TV,13,J.C.Staff,NA,Manga,PG-13 - Teens 13 or older,95565,24,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2012,1,0
7.07,OVA,2,Other,NA,Manga,PG-13 - Teens 13 or older,38770,23,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2012,1,0
6.61,Special,5,Sunrise,NA,Game,G - All Ages,4046,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2012,1,0
7.04,Special,3,Other,NA,Game,G - All Ages,5580,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2011,1,1
7.25,TV,13,A-1 Pictures,NA,Novel,PG-13 - Teens 13 or older,96030,25,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2013,1,0
6.51,OVA,7,AIC,NA,Novel,R - 17+ (violence & profanity),2102,30,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1993,1,2
6.9,Special,2,DLE,NA,NA,PG-13 - Teens 13 or older,2943,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2012,1,NA
7.3,OVA,2,TNK,NA,Novel,R+ - Mild Nudity,209100,23,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2012,1,1
7.29,TV,25,Sunrise,NA,Original,PG-13 - Teens 13 or older,43112,25,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2012,1,0
NA,OVA,12,Toei Animation,NA,NA,PG - Children,182,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1996,1,3
