score,type,episodes,studio1,studio2,source,rating,members,duration_mins,action,adventure,comedy,drama,fantasy,historical,kids,magic,mecha,romance,school,sci_fi,shounen,slice_of_life,supernatural,start_year,num_studios,num_years_running
5.09,OVA,2,OLM,NA,Manga,R+ - Mild Nudity,847,28,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,1,0
NA,TV,26,OLM,NA,NA,PG - Children,455,25,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2003,1,0
NA,OVA,3,OLM,NA,NA,NA,574,27,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1999,1,0
6.34,TV,25,OLM,NA,Manga,PG-13 - Teens 13 or older,1154,23,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2004,1,0
NA,TV,25,OLM,NA,Manga,PG-13 - Teens 13 or older,562,24,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2004,1,0
NA,TV,26,OLM,NA,NA,NA,387,20,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2003,1,1
7.44,Special,4,Sunrise,NA,Original,PG-13 - Teens 13 or older,7219,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2007,1,NA
7.3,TV,12,J.C.Staff,NA,Manga,PG-13 - Teens 13 or older,14663,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2007,1,0
7.11,OVA,3,NA,NA,NA,PG-13 - Teens 13 or older,2519,30,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1998,0,1
7.11,TV,193,Other,NA,Manga,PG - Children,9332,26,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1963,1,3
7.16,TV,65,Tatsunoko Production,Other,NA,PG-13 - Teens 13 or older,4308,25,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1981,2,1
6.71,TV,40,Nippon Animation,NA,Original,G - All Ages,804,25,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1993,1,1
7.94,OVA,6,Other,NA,Manga,PG-13 - Teens 13 or older,31747,23,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2007,1,1
5.88,OVA,3,J.C.Staff,NA,Manga,R+ - Mild Nudity,2407,37,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1989,1,2
6.82,TV,39,Shaft,NA,Original,PG-13 - Teens 13 or older,1605,25,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1995,1,1
6.89,TV,52,Sunrise,NA,Original,PG-13 - Teens 13 or older,1003,24,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1993,1,1
7.87,TV,24,Group TAC,NA,Manga,PG-13 - Teens 13 or older,8759,23,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1983,1,1
6.56,TV,52,Madhouse,NA,Other,G - All Ages,3104,25,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1998,1,1
6.31,TV,25,Madhouse,NA,NA,PG-13 - Teens 13 or older,1238,25,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1984,1,1
6.27,TV,39,Other,Other,Manga,PG-13 - Teens 13 or older,1495,25,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1994,3,1
6.86,TV,26,Other,NA,Manga,PG-13 - Teens 13 or older,23300,24,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2007,1,1
5.83,OVA,5,Other,NA,Manga,R - 17+ (violence & profanity),26126,29,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1994,1,0
4.47,OVA,2,NA,NA,Game,NA,1078,24,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2003,0,0
5.51,OVA,2,Other,NA,Manga,PG-13 - Teens 13 or older,1759,27,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1999,1,0
6.08,TV,13,Other,NA,Original,PG-13 - Teens 13 or older,2498,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1998,1,0
5.66,OVA,2,Other,NA,Game,PG-13 - Teens 13 or older,10683,27,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1996,1,0
6.67,TV,26,NA,NA,Novel,G - All Ages,1315,24,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1992,0,0
5.47,OVA,2,Madhouse,Other,Manga,R - 17+ (violence & profanity),1482,35,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1992,2,0
6.68,TV,51,Other,NA,Manga,PG - Children,2646,25,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2006,1,1
7.61,TV,24,J.C.Staff,NA,Novel,PG-13 - Teens 13 or older,271165,24,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,2007,1,1
5.72,OVA,3,NA,NA,Original,Rx - Hentai,2633,33,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2002,0,0
6.28,TV,52,Nippon Animation,NA,Manga,PG - Children,11041,22,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2004,1,0
5.99,OVA,3,NA,NA,NA,Rx - Hentai,1127,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,0,0
6.65,TV,25,Gonzo,NA,Original,R+ - Mild Nudity,66357,25,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,2007,1,1
6.97,OVA,3,NA,NA,Manga,R - 17+ (violence & profanity),3681,45,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2002,0,0
7.31,OVA,2,Other,NA,Manga,Rx - Hentai,22421,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,1,0
7.04,TV,47,Toei Animation,NA,Original,G - All Ages,4683,25,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1981,1,1
7.52,TV,115,Toei Animation,NA,Manga,G - All Ages,21937,25,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1976,1,3
7.06,TV,46,Sunrise,NA,NA,PG-13 - Teens 13 or older,3332,24,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1992,1,1
6.49,TV,50,Production Reed,Other,Original,G - All Ages,2035,24,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1992,2,1
6.95,TV,39,TMS Entertainment,NA,NA,G - All Ages,816,26,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1985,1,1
6.15,TV,170,NA,NA,NA,PG-13 - Teens 13 or older,962,10,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1992,0,1
6.18,TV,26,Tatsunoko Production,NA,NA,G - All Ages,404,25,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1977,1,1
7.05,TV,39,NA,NA,Novel,G - All Ages,4275,25,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1991,0,1
7.36,TV,52,Other,NA,Other,G - All Ages,4840,23,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1989,1,1
6.65,TV,52,Other,NA,Original,G - All Ages,835,25,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1988,1,1
7.03,TV,52,Other,NA,Other,G - All Ages,1358,24,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1987,1,1
7.2,TV,44,Sunrise,Toei Animation,NA,PG - Children,4574,24,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1978,2,1
7.33,TV,26,Tatsunoko Production,NA,Other,G - All Ages,6140,24,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1996,1,0
7.02,TV,41,Sunrise,NA,Original,G - All Ages,1724,24,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1989,1,1
6.9,TV,43,Other,NA,Game,G - All Ages,4456,24,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1989,1,2
7.27,TV,39,Tatsunoko Production,Production Reed,Original,PG-13 - Teens 13 or older,1697,23,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1989,3,1
5.35,OVA,2,NA,NA,NA,Rx - Hentai,2292,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,0,1
6.07,TV,52,Other,NA,NA,NA,627,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1997,1,1
6.16,TV,45,Other,NA,Other,PG - Children,2157,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1974,1,1
6.01,TV,50,Studio Pierrot,NA,Other,G - All Ages,902,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1999,1,0
7.2,TV,52,Nippon Animation,NA,Novel,G - All Ages,5356,25,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1975,1,1
6.73,TV,52,Other,Other,Novel,G - All Ages,1913,25,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1986,2,1
6.23,TV,45,Toei Animation,NA,NA,G - All Ages,3436,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1974,1,1
7.79,TV,51,Madhouse,TMS Entertainment,Novel,G - All Ages,10480,24,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1977,2,1
7.93,TV,23,Nippon Animation,NA,Novel,G - All Ages,15465,23,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1996,1,1
6.79,Special,15,Gonzo,Gainax,Original,PG-13 - Teens 13 or older,19330,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,2007,4,0
7.12,TV,51,Other,NA,Manga,G - All Ages,3718,24,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1993,1,0
7.29,TV,49,Toei Animation,NA,Manga,PG-13 - Teens 13 or older,5639,24,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1982,1,1
6.58,TV,78,Nippon Animation,NA,NA,G - All Ages,2565,24,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1974,1,1
5.6,OVA,2,J.C.Staff,NA,Novel,PG-13 - Teens 13 or older,1211,42,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1991,1,0
5.78,OVA,3,NA,NA,Novel,Rx - Hentai,1131,30,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1997,0,1
5.45,OVA,2,J.C.Staff,NA,Novel,PG-13 - Teens 13 or older,1445,28,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1989,1,0
6.72,OVA,2,NA,NA,Novel,Rx - Hentai,9690,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,0,0
6.86,OVA,4,Other,NA,Manga,Rx - Hentai,11623,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,1,3
6.2,OVA,2,NA,NA,Novel,Rx - Hentai,6078,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,0,1
6.14,OVA,2,NA,NA,Novel,Rx - Hentai,3366,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,0,1
6.27,OVA,2,NA,NA,Manga,Rx - Hentai,4213,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,0,0
5.12,OVA,2,Other,NA,Novel,Rx - Hentai,3592,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,1,0
5.81,OVA,3,NA,NA,Manga,Rx - Hentai,3366,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,0,0
5.25,OVA,2,NA,NA,NA,Rx - Hentai,2402,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,0,0
6.81,OVA,4,NA,NA,Novel,Rx - Hentai,11888,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,0,1
6.98,OVA,2,Other,NA,Novel,Rx - Hentai,13149,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,1,1
6.25,OVA,2,NA,NA,Novel,Rx - Hentai,9239,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2004,0,0
5.72,OVA,3,NA,NA,Novel,Rx - Hentai,2429,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,0,1
6.8,OVA,2,Other,NA,Novel,Rx - Hentai,15895,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,1,1
6.23,OVA,2,NA,NA,Original,Rx - Hentai,4901,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,0,1
6.32,OVA,3,Sunrise,NA,Manga,PG-13 - Teens 13 or older,1856,30,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,1,3
5.99,TV,26,Tatsunoko Production,NA,Original,G - All Ages,1771,24,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1981,1,1
6.09,TV,23,NA,NA,Game,G - All Ages,1178,24,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1997,0,1
6.09,TV,52,Tatsunoko Production,NA,Original,G - All Ages,1499,24,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1969,1,1
5.43,OVA,2,NA,NA,NA,Rx - Hentai,2092,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0
6.42,OVA,3,NA,NA,Novel,Rx - Hentai,7991,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,0,0
7.38,TV,34,Toei Animation,NA,Manga,R - 17+ (violence & profanity),10045,24,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1988,1,0
8.91,TV,25,Sunrise,NA,Original,R - 17+ (violence & profanity),1268320,24,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2008,1,0
6.65,Special,6,NA,NA,NA,R+ - Mild Nudity,20243,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2007,0,0
7.1,TV,66,Other,NA,Manga,PG - Children,6271,25,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1999,1,2
5.92,Special,7,NA,NA,NA,PG-13 - Teens 13 or older,2118,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2005,0,1
6.55,Special,6,TNK,NA,Manga,PG-13 - Teens 13 or older,5031,5,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,2007,1,0
6.6,TV,63,TMS Entertainment,NA,Manga,G - All Ages,1798,25,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1981,1,1
7.01,TV,40,Nippon Animation,NA,Novel,G - All Ages,2020,24,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1992,1,0
6.75,TV,47,Sunrise,NA,Original,PG - Children,863,24,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1992,1,1
6.23,OVA,3,Other,NA,Novel,Rx - Hentai,3283,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2002,1,1
8.67,TV,47,Other,NA,Manga,PG-13 - Teens 13 or older,30192,24,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1980,1,1
7.43,TV,51,Satelight,NA,Manga,PG - Children,182396,24,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2007,1,1
7.95,TV,12,Shaft,NA,Novel,PG-13 - Teens 13 or older,220459,24,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2007,1,0
7.21,TV,13,Doga Kobo,NA,Novel,PG-13 - Teens 13 or older,164171,25,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2007,1,0
7.33,TV,24,J.C.Staff,NA,Novel,PG-13 - Teens 13 or older,80052,24,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2007,1,1
7.36,TV,14,Studio Hibari,NA,Manga,R+ - Mild Nudity,4147,25,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2007,1,0
NA,TV,12,Production I.G,NA,Original,G - All Ages,223,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2007,1,0
7.07,TV,24,Madhouse,Other,Manga,PG - Children,12796,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2007,2,1
6.64,TV,50,Tatsunoko Production,NA,Manga,PG-13 - Teens 13 or older,1721,23,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1983,1,0
6.51,TV,51,NA,NA,Manga,G - All Ages,2292,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2001,0,1
6.12,OVA,2,Other,NA,Novel,Rx - Hentai,2246,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,1,1
5.44,OVA,2,NA,NA,Novel,Rx - Hentai,1321,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,0,0
6.82,TV,51,Production Reed,NA,Original,PG-13 - Teens 13 or older,4020,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,1,1
7.39,TV,13,Other,NA,Manga,G - All Ages,25072,23,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2007,1,0
6.28,OVA,3,Other,NA,Manga,Rx - Hentai,4396,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2002,1,1
5.4,OVA,2,Other,NA,Novel,Rx - Hentai,3242,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2003,1,0
6.24,OVA,2,NA,NA,Original,Rx - Hentai,4422,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,0,0
5.62,OVA,2,NA,NA,Novel,Rx - Hentai,4748,30,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2003,0,0
7.35,Special,5,Studio Deen,NA,Novel,PG - Children,6418,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2006,1,1
6.46,OVA,2,Other,NA,Original,Rx - Hentai,8040,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,1,0
5.79,OVA,2,NA,NA,Manga,Rx - Hentai,1374,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,0,0
5.83,OVA,2,NA,NA,Original,Rx - Hentai,2580,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,0,1
6,OVA,2,NA,NA,Novel,Rx - Hentai,4453,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,0,0
5.49,OVA,2,NA,NA,NA,Rx - Hentai,2120,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,0,0
6.58,OVA,2,NA,NA,Manga,Rx - Hentai,4957,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,0,0
7.12,Movie,2,Toei Animation,NA,Original,PG - Children,39760,32,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,2000,1,NA
7.69,TV,13,Other,NA,Manga,PG-13 - Teens 13 or older,150672,24,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2007,1,0
6.73,TV,13,Gonzo,NA,Manga,PG-13 - Teens 13 or older,26721,26,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2007,1,0
6.74,TV,25,Studio Deen,NA,Manga,PG-13 - Teens 13 or older,8626,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2007,1,1
8.27,TV,13,Other,NA,Novel,PG-13 - Teens 13 or older,641448,24,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,2008,1,0
5.06,ONA,12,Zexcs,NA,Novel,PG-13 - Teens 13 or older,4659,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2007,1,0
6.69,TV,13,Other,NA,Game,PG-13 - Teens 13 or older,33839,25,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,2007,1,0
7.46,OVA,5,Studio Deen,NA,Novel,PG-13 - Teens 13 or older,20553,25,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2007,1,1
5.32,OVA,3,NA,NA,Manga,Rx - Hentai,1895,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1992,0,1
7.35,OVA,13,Brain's Base,NA,Original,R - 17+ (violence & profanity),8013,24,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,2004,1,0
5.36,OVA,2,NA,NA,NA,Rx - Hentai,2287,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,0,0
6.44,TV,50,Toei Animation,NA,NA,PG-13 - Teens 13 or older,1116,24,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1995,1,0
6.56,OVA,2,Other,NA,Novel,Rx - Hentai,5444,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2003,1,0
7.62,TV,25,Madhouse,NA,Manga,R - 17+ (violence & profanity),59286,23,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2007,1,1
7.34,TV,26,Other,NA,Manga,PG-13 - Teens 13 or older,80388,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2007,1,1
7.13,TV,46,Sunrise,NA,Original,G - All Ages,2987,25,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1983,1,1
6.54,OVA,5,NA,NA,Novel,Rx - Hentai,7413,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2003,0,2
6.03,OVA,2,NA,NA,Novel,Rx - Hentai,4826,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2007,0,0
6.84,TV,13,Gonzo,NA,Manga,R+ - Mild Nudity,545750,25,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,2008,1,0
7.71,Special,2,Madhouse,NA,Manga,R - 17+ (violence & profanity),154021,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2007,1,1
7.22,TV,23,Studio Deen,NA,Manga,PG-13 - Teens 13 or older,7861,24,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2007,1,1
7.59,TV,11,Other,Other,Manga,PG-13 - Teens 13 or older,63611,23,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2007,2,0
8.28,TV,26,Madhouse,NA,Manga,R - 17+ (violence & profanity),247228,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,1,1
6.29,OVA,2,Madhouse,NA,NA,PG-13 - Teens 13 or older,3405,25,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2005,1,1
7.25,TV,330,Shin-Ei Animation,NA,Manga,G - All Ages,3398,25,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2002,1,7
6.68,TV,108,Tatsunoko Production,NA,Original,G - All Ages,4159,22,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1977,1,2
7.26,TV,105,Toei Animation,NA,Manga,PG-13 - Teens 13 or older,7844,23,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1969,1,2
7.23,TV,52,Other,NA,Other,PG-13 - Teens 13 or older,9044,24,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1996,1,1
6.36,OVA,2,Other,NA,Novel,PG-13 - Teens 13 or older,10538,37,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2008,1,0
6.8,TV,68,Sunrise,NA,NA,G - All Ages,5028,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2001,1,2
6.04,TV,50,Toei Animation,NA,Manga,G - All Ages,663,25,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1984,1,1
6.52,TV,47,Toei Animation,NA,Manga,R+ - Mild Nudity,1969,24,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1984,1,1
6.37,TV,45,Toei Animation,NA,Manga,PG-13 - Teens 13 or older,831,24,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1985,1,1
6.46,TV,119,Shin-Ei Animation,NA,Manga,PG-13 - Teens 13 or older,1501,24,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1987,1,2
6.63,TV,52,Other,NA,Manga,PG-13 - Teens 13 or older,3506,23,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1967,1,1
5.59,OVA,2,NA,NA,Game,R - 17+ (violence & profanity),1522,22,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1992,0,0
5.19,OVA,2,Other,NA,NA,R+ - Mild Nudity,1994,30,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1994,1,0
6.44,Special,3,NA,NA,NA,PG-13 - Teens 13 or older,1207,24,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2006,0,NA
5.82,OVA,2,Other,NA,Novel,Rx - Hentai,3008,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,1,0
6.39,TV,35,Production Reed,Other,Other,PG-13 - Teens 13 or older,2251,24,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1988,2,0
7.17,TV,50,Group TAC,NA,Original,PG-13 - Teens 13 or older,1693,25,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1995,1,1
5.93,OVA,2,NA,NA,Novel,Rx - Hentai,2725,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,1
7.14,TV,52,Other,NA,Manga,G - All Ages,10325,24,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1980,1,1
5.78,OVA,2,NA,NA,NA,Rx - Hentai,2154,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,0,0
6.29,OVA,2,Other,NA,Manga,Rx - Hentai,4374,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2004,1,0
6.38,OVA,2,Other,NA,Original,Rx - Hentai,8214,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2004,1,1
6.82,TV,23,Studio Pierrot,NA,Manga,G - All Ages,7615,23,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1986,1,1
6.53,TV,39,Sunrise,NA,NA,G - All Ages,1936,23,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1975,1,0
5.98,OVA,2,NA,NA,Novel,Rx - Hentai,1812,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,0,0
6.56,Special,6,J.C.Staff,NA,Manga,PG-13 - Teens 13 or older,16204,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,2005,1,1
6.45,OVA,3,NA,NA,Novel,Rx - Hentai,5894,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2003,0,0
6.99,TV,43,Studio Pierrot,NA,Original,PG-13 - Teens 13 or older,3451,24,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1985,1,1
5.97,OVA,4,Studio Pierrot,NA,Original,PG-13 - Teens 13 or older,6046,30,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1983,1,1
6.26,OVA,7,NA,NA,NA,PG-13 - Teens 13 or older,1896,33,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1993,0,1
6.23,OVA,2,NA,NA,Novel,Rx - Hentai,3851,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,0,0
5.45,OVA,2,NA,NA,NA,Rx - Hentai,1713,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,0,0
4.85,OVA,5,Other,NA,Manga,R+ - Mild Nudity,1419,35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1986,1,2
6.26,OVA,3,Other,NA,Manga,PG-13 - Teens 13 or older,1416,26,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1991,1,0
NA,TV,52,A-1 Pictures,NA,Original,G - All Ages,224,10,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2007,1,1
6.1,OVA,5,J.C.Staff,NA,NA,Rx - Hentai,2077,45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,1,2
6.23,TV,52,Tatsunoko Production,NA,Original,G - All Ages,1124,24,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1982,1,1
7.36,Special,3,Toei Animation,NA,Manga,PG-13 - Teens 13 or older,19022,16,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1995,1,NA
6.69,TV,103,Shin-Ei Animation,NA,Manga,R+ - Mild Nudity,4347,10,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1989,1,3
5.97,OVA,3,AIC,NA,NA,Rx - Hentai,1725,30,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1994,1,1
6.96,TV,38,Sunrise,NA,Original,PG-13 - Teens 13 or older,4923,24,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1985,1,1
